Timestamp,Location,Day,Your initials,,Gender,Year,Financial Aid,Sports,Sexual Orientation,Race,Concentration,First gen,Domestic/Intl,Greek,Q1 Paxson,Q2 Political Fiscal,Q3 Political Fiscal,Q4 Political Comfort,Q5 Alcohol,Q6 Phi Psi,Q7 Sigma,Q8 Inadequacy,Q9 Grad Student Roles,Q10 GS experience,Q11 Lecture laptop,Q12 Lyft/Uber,Notes
3/6/2015 18:07:07,JWW front,Day 2,GY,,,Senior,"Grants, covering all costs",No,Hetero,"Hispanic, Black",Social sciences,No,Domestic,Yes,Somewhat disapprove,Very lib,Very lib,Very comfortable,Somewhat disapprove,Yes,Yes,"Yes, about my academic ability","I have had grad students as teaching assistants, I have taken a course taught by a grad student",Somewhat positive,'20 minutes',Once a month,
3/6/2015 18:08:07,JWW front,Day 2,GY,,Female,Sophomore,None,,Gay,White,Social sciences,No,Domestic,No,No opinion,Very lib,Very lib,Very comfortable,Somewhat disapprove,"No, they were too harsh","No, they were too lenient","Yes, about my social life, Yes, about my sex/love life","I have had grad students as teaching assistants, I have taken a course taught by a grad student",Very positive,'20 minutes',Once a semester,
3/6/2015 18:09:10,JWW front,Day 2,GY,,Female,First-year,None,Yes,Hetero,Asian,,No,Domestic,No,No opinion,Somewhat cons,Somewhat liberal,Somewhat comfortable,Somewhat disapprove,Yes,Yes,"Yes, about my academic ability",I have not interacted with grad students,I have not interacted with grad students,'10 minutes',Once a week,
3/6/2015 18:10:03,JWW front,Day 2,GY,,Female,Senior,None,No,Hetero,White,"Humanities/arts, Life sciences",No,Domestic,No,Somewhat approve,Somewhat liberal,Very lib,Somewhat comfortable,Strongly approve,Yes,Yes,"Yes, about my social life, Yes, about my sex/love life, Yes, about something not listed above","I have had grad students as teaching assistants, I have interacted with grad students while doing research, Grad students have been mentors (formal or informal) to me",Very positive,'0 minutes',Never,
3/6/2015 18:10:56,JWW front,Day 2,GY,,Female,Senior,Grants and loans,No,Hetero,White,Social sciences,No,Domestic,No,Somewhat disapprove,Somewhat liberal,Very lib,Very comfortable,Strongly approve,Yes,"No, they were too lenient","No, I do not feel inadequate relative to other Brown students",I have taken a course taught by a grad student,Neutral,'20 minutes',Once a semester,
3/6/2015 18:12:24,JWW front,Day 2,GY,,Female,Junior,"Grants, covering all costs",No,Hetero,"White, Black",Social sciences,No,Domestic,No,Somewhat disapprove,Somewhat liberal,Very lib,Very comfortable,Strongly disapprove,"No, they were too harsh",Yes,"Yes, about my socioeconomic status","I have had grad students as teaching assistants, I have taken a course taught by a grad student",Neutral,'20 minutes',Once a month,
3/6/2015 18:13:25,JWW front,Day 2,GY,,Female,Junior,Just loans,No,Hetero,White,"Humanities/arts, Social sciences",No,Domestic,No,Strongly disapprove,Very lib,Very lib,Very comfortable,Strongly disapprove,"No, they were too harsh","No, they were too lenient","Yes, about my academic ability, Yes, about my social life","I have had grad students as teaching assistants, I have interacted with grad students while doing research, Grad students have been mentors (formal or informal) to me",Very positive,'10 minutes',Once a month,
3/6/2015 18:17:45,JWW front,Day 2,GY,,Female,Senior,None,,Hetero,White,Social sciences,No,Domestic,No,Somewhat disapprove,Somewhat liberal,Somewhat liberal,Very comfortable,No opinion,Yes,Yes,"Yes, about my sex/love life","I have had grad students as teaching assistants, I have taken a course taught by a grad student, I have not interacted with grad students",Somewhat positive,I do not use my laptop in class,Once a month,
3/6/2015 18:19:00,JWW front,Day 2,GY,,Male,Sophomore,None,No,Hetero,White,Life sciences,No,,No,No opinion,Very lib,Very lib,Very comfortable,No opinion,Yes,No opinion,"No, I do not feel inadequate relative to other Brown students",I have had grad students as teaching assistants,Somewhat positive,I do not use my laptop in class,Never,
3/6/2015 18:20:09,JWW front,Day 2,GY,,Female,Sophomore,Grants and loans,Yes,Hetero,White,Physical sciences,No,Domestic,No,Somewhat approve,Somewhat liberal,Very lib,Somewhat uncomfortable,Strongly approve,Not familiar enough to answer,Not familiar enough to answer,"Yes, about my academic ability, Yes, about my social life, Yes, about my sex/love life, Yes, about my appearance, Yes, about my socioeconomic status","I have had grad students as teaching assistants, I have interacted with grad students while doing research",Very positive,'10 minutes',Once a month,
3/6/2015 18:21:33,JWW front,Day 2,GY,,Male,Senior,"Grants, covering some costs",No,Hetero,Asian,Humanities/arts,No,Domestic,No,No opinion,Somewhat cons,Somewhat liberal,Somewhat comfortable,Strongly approve,Yes,Yes,"No, I do not feel inadequate relative to other Brown students","I have had grad students as teaching assistants, I have interacted with grad students while doing research, I have taken a course taught by a grad student, Grad students have been mentors (formal or informal) to me",Very positive,'10 minutes',Once a week,
3/6/2015 18:22:36,JWW front,Day 2,GY,,Male,Sophomore,None,No,Hetero,White,Physical sciences,No,Domestic,Yes,Strongly disapprove,Centrist,Very lib,Somewhat uncomfortable,Strongly disapprove,"No, they were too harsh","No, they were too harsh","No, I do not feel inadequate relative to other Brown students","I have had grad students as teaching assistants, I have taken a course taught by a grad student",Neutral,I do not use my laptop in class,Once a semester,
3/6/2015 18:23:55,JWW front,Day 2,GY,,Female,Sophomore,"Grants, covering some costs",,Hetero,Asian,"Humanities/arts, Social sciences",Yes,Domestic,No,Somewhat disapprove,Somewhat liberal,Very lib,Somewhat comfortable,Somewhat disapprove,"No, they were too harsh","No, they were too lenient","Yes, about my academic ability","I have had grad students as teaching assistants, I have taken a course taught by a grad student, Grad students have been mentors (formal or informal) to me",Somewhat positive,I do not use my laptop in class,Never,
3/6/2015 18:25:21,JWW front,Day 2,GY,,Male,Senior,None,No,Bisexual,White,Social sciences,No,Domestic,No,Somewhat approve,Somewhat liberal,Somewhat liberal,Somewhat comfortable,Somewhat disapprove,"No, they were too harsh",,"Yes, about my social life, Yes, about my sex/love life, Yes, about my appearance","I have had grad students as teaching assistants, I have taken a course taught by a grad student",Somewhat positive,'10 minutes',Once a semester,
3/6/2015 18:26:11,JWW front,Day 2,GY,,Male,Junior,None,,Hetero,Asian,Social sciences,No,International,No,Strongly approve,Very conservative,Somewhat liberal,Somewhat uncomfortable,Somewhat disapprove,Not familiar enough to answer,Not familiar enough to answer,"No, I do not feel inadequate relative to other Brown students",I have not interacted with grad students,Somewhat positive,'40 minutes',Once a month,
3/6/2015 18:27:14,JWW front,Day 2,GY,,Female,First-year,Grants and loans,No,Hetero,Other,Life sciences,No,Domestic,No,No opinion,Somewhat cons,Somewhat cons,Somewhat comfortable,Strongly approve,No opinion,No opinion,"No, I do not feel inadequate relative to other Brown students",I have had grad students as teaching assistants,Very positive,'10 minutes',Never,
3/6/2015 18:28:15,JWW front,Day 2,GY,,,Sophomore,None,No,Other,Other,Social sciences,No,Domestic,No,Somewhat approve,Very lib,Very lib,No opinion,Somewhat approve,Yes,Not familiar enough to answer,"Yes, about my social life",I have had grad students as teaching assistants,Neutral,'10 minutes',Never,
3/6/2015 18:29:10,JWW front,Day 2,GY,,Female,First-year,None,No,Hetero,Asian,Life sciences,No,Domestic,No,Somewhat approve,Somewhat liberal,Very lib,Somewhat comfortable,Strongly disapprove,"No, they were too harsh","No, they were too harsh","Yes, about something not listed above","I have had grad students as teaching assistants, I have taken a course taught by a grad student",Somewhat positive,'10 minutes',Once a week,
3/6/2015 18:30:03,JWW front,Day 2,GY,,Male,First-year,"Grants, covering some costs",No,Hetero,White,"Humanities/arts, Life sciences",No,Domestic,No,Somewhat approve,Very lib,Very lib,Very comfortable,Somewhat disapprove,Not familiar enough to answer,Yes,"Yes, about my academic ability, Yes, about my socioeconomic status",I have had grad students as teaching assistants,Very positive,'0 minutes',Once a semester,
3/6/2015 18:30:56,JWW front,Day 2,GY,,Male,First-year,None,No,Hetero,White,Humanities/arts,No,Domestic,No,Somewhat approve,Somewhat liberal,Very lib,Somewhat comfortable,Somewhat approve,"No, they were too lenient",Yes,"Yes, about my sex/love life",I have had grad students as teaching assistants,Very positive,I do not use my laptop in class,Once a week,
3/6/2015 18:31:48,JWW front,Day 2,GY,,Male,Senior,None,No,Gay,White,Physical sciences,No,Domestic,No,No opinion,Very lib,,Very comfortable,Strongly disapprove,No opinion,"No, they were too harsh","Yes, about my social life",I have had grad students as teaching assistants,Somewhat positive,I do not use my laptop in class,Never,
3/6/2015 18:32:53,JWW front,Day 2,GY,,Female,Senior,Grants and loans,No,Other,White,Humanities/arts,No,Domestic,No,Somewhat disapprove,Somewhat liberal,Very lib,Somewhat comfortable,Somewhat disapprove,"No, they were too harsh","No, they were too lenient","No, I do not feel inadequate relative to other Brown students","I have had grad students as teaching assistants, I have taken a course taught by a grad student, Grad students have been mentors (formal or informal) to me",Very positive,I do not use my laptop in class,Once a month,
3/6/2015 18:33:45,JWW front,Day 2,GY,,Female,Senior,Grants and loans,No,Hetero,Asian,"Humanities/arts, Social sciences",No,Domestic,No,No opinion,Somewhat cons,Somewhat cons,Somewhat uncomfortable,No opinion,No opinion,No opinion,"Yes, about my academic ability",I have had grad students as teaching assistants,Somewhat positive,'10 minutes',Once a week,
3/6/2015 18:34:30,JWW front,Day 2,GY,,Male,Senior,None,No,,White,Physical sciences,No,Domestic,No,No opinion,Somewhat liberal,Somewhat liberal,Very comfortable,Somewhat disapprove,No opinion,No opinion,"No, I do not feel inadequate relative to other Brown students","I have had grad students as teaching assistants, I have taken a course taught by a grad student",Somewhat positive,I do not use my laptop in class,Never,
3/6/2015 18:35:21,JWW front,Day 2,GY,,Female,First-year,None,No,Hetero,Black,Life sciences,No,Domestic,No,No opinion,Somewhat cons,Centrist,Somewhat uncomfortable,Somewhat disapprove,"No, they were too harsh",No opinion,"Yes, about my sex/love life",I have had grad students as teaching assistants,Neutral,'20 minutes',Once a month,
3/6/2015 18:36:17,JWW front,Day 2,GY,,Male,Sophomore,None,No,Hetero,White,Physical sciences,No,Domestic,Yes,Somewhat disapprove,Somewhat liberal,Very lib,Very comfortable,Strongly disapprove,"No, they were too harsh","No, they were too harsh","No, I do not feel inadequate relative to other Brown students",I have had grad students as teaching assistants,Neutral,'20 minutes',Once a month,
3/6/2015 18:40:16,JWW front,Day 2,GY,,Male,Senior,None,No,Hetero,White,Social sciences,No,Domestic,Yes,No opinion,Somewhat liberal,Very lib,Very comfortable,Strongly disapprove,"No, they were too harsh",Yes,"No, I do not feel inadequate relative to other Brown students","I have had grad students as teaching assistants, Grad students have been mentors (formal or informal) to me",Very positive,'20 minutes',Once a week,
3/6/2015 18:41:06,JWW front,Day 2,GY,,Male,Senior,None,Yes,Hetero,White,Social sciences,No,Domestic,Yes,Strongly approve,Very conservative,Somewhat cons,Very comfortable,Somewhat disapprove,"No, they were too harsh","No, they were too harsh","No, I do not feel inadequate relative to other Brown students",I have had grad students as teaching assistants,Somewhat positive,I do not use my laptop in class,Once a month,
3/8/2015 16:35:58,SciLi,Day 2,ej,,Female,Sophomore,"Grants, covering some costs",No,Hetero,Asian,Humanities/arts,No,International,No,Somewhat approve,Somewhat liberal,Somewhat cons,Very comfortable,Strongly approve,No opinion,Not familiar enough to answer,"Yes, about my socioeconomic status","I have had grad students as teaching assistants, I have interacted with grad students while doing research, Grad students have been mentors (formal or informal) to me",Very positive,'0 minutes',Once a month,
3/8/2015 16:37:03,SciLi,Day 2,ej,,Male,Senior,None,No,Hetero,Asian,Physical sciences,No,International,No,Somewhat approve,Centrist,Centrist,Somewhat uncomfortable,Somewhat approve,Yes,No opinion,"No, I do not feel inadequate relative to other Brown students",I have had grad students as teaching assistants,Somewhat positive,'10 minutes',Multiple times a week,
3/8/2015 16:38:09,SciLi,Day 2,ej,,Female,Junior,"Grants, covering some costs",No,Hetero,White,Social sciences,No,Domestic,No,Somewhat approve,Somewhat liberal,Very lib,Somewhat uncomfortable,Somewhat disapprove,"No, they were too harsh","No, they were too harsh","Yes, about my academic ability, Yes, about my socioeconomic status","I have had grad students as teaching assistants, Other",Very positive,'20 minutes',Once a month,
3/8/2015 16:39:10,SciLi,Day 2,ej,,Female,First-year,None,No,Hetero,White,Humanities/arts,No,Domestic,No,No opinion,Somewhat liberal,Very lib,Somewhat comfortable,Somewhat disapprove,"No, they were too harsh","No, they were too harsh","Yes, about my academic ability, Yes, about my sex/love life, Yes, about my appearance","I have had grad students as teaching assistants, Grad students have been mentors (formal or informal) to me",Very positive,'20 minutes',Multiple times a week,
3/8/2015 16:41:31,SciLi,Day 2,ej,,Female,Junior,"Grants, covering all costs",No,Hetero,Asian,Life sciences,,Domestic,No,No opinion,Very lib,Very lib,Somewhat comfortable,Somewhat approve,"No, they were too harsh",Yes,"Yes, about my academic ability, Yes, about my social life, Yes, about my sex/love life, Yes, about my appearance, Yes, about my socioeconomic status","I have had grad students as teaching assistants, I have interacted with grad students while doing research, I have taken a course taught by a grad student, Grad students have been mentors (formal or informal) to me",Somewhat positive,'0 minutes',Once a month,
